Description,Discount_Price,Price,Metal,Metal Color,Stones,Snake Dimension,Top Width,Flower Dimension,Top width,Width,Gemstones,Top Length,Top Diameter,Size,GAL Certified. Top Width,Panther Head Size,Setting Width,Center Stone,Top Widht,Length,Band Width,Flower Diameter,Band Thickness,Starfish Size,Snake Length, Height, Stone included,Dragon Length,Bow Length, Gemstones,Heart Size,Length Across Butterflies,Diameter,Information,Top Length Appx,Height , Contains,Jewelry_Type,Sex
"Effy Splash Sterling Silver Pink Sapphire and Ruby Oval Ring, 3.41 TCW",626.5,895.0,Sterling Silver,N/A,Round Pink Sapphire 3.41,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature Sterling Silver Diamond and Tsavorite Panther Ring, 0.13 TCW",367.5,525.0,Sterling Silver,N/A,"Round Diamond 0.08, Round Tsavorite 0.05",,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Yellow Gold Lapis Lazuli and Diamond Cocktail Ring, 12.93",3216.5,4595.0,14K Gold,Yellow,"Round Lapis Lazuli 12.7, Round Diamond 0.23",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K Rose Gold Diamond and Emerald Ring, 2.98 TCW",5497.5,10995.0,14K Gold,Rose,"Oval Emerald 1.56, Round Diamond 1.42,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver and 18K Gold Accented Diamond Ring, 0.20 TCW",397.5,795.0,Sterling Silver & 18K Gold,Yellow,"Round Diamond 0.2,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Classic Silver & Gold Diamond Ring, .07 TCW",385.0,550.0,Sterling Silver & 18K Gold,Yellow,"Round Diamond 0.07,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Cultured Fresh Water Pearl and Diamond Ring, 0.14 TCW",1125.0,2250.0,14K Gold,White,"Round Pearl, Round Diamond 0.14,10mm Pearl.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Gemma 14K White Gold Emerald & Diamond Ring, 0.74 TCW",1647.5,3295.0,14K Gold,White,"Emerald Cut Emerald 0.52, Round Diamond 0.22,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver and 18K Gold Green Amethyst Ring, 4.70 TCW",455.0,650.0,Sterling Silver & 18K Gold,Yellow,"Oval Green Amethyst 6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K White Gold Tanzanite and Diamond Panther Ring, 2.07 TCW",3776.5,5395.0,14K Gold,White,"Trillion Tanzanite 1.11, Round Diamond 0.96",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Diamond Petals Ring, 0.94 TCW",2675.0,5350.0,14K Gold,White,Round Diamond 0.94,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Diamond Ring, 1.47 TCW",3997.5,7995.0,14K Gold,Yellow,Round Diamond 1.47,,,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Ring, 3.96 TCW",3216.5,4595.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 3.6, Round Diamond 0.36,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Diamond Ring, 0.71 TCW",1800.0,3600.0,14K Gold,White,"Round Diamond 0.71,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Dark Blue Sapphire and Diamond Ring, 1.89 TCW",2350.0,4700.0,14K Gold,White,"Oval Blue Sapphire 1.42, Round Diamond 0.47,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Black and White Diamond Ring, 1.21 TCW",2950.0,5900.0,14K Gold,White,Round Diamond 1.21,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Rose Gold Espresso and White Diamond Ring, 0.73 TCW",2250.0,4500.0,14K Gold,Rose,Round Diamond 0.73,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Diamond Negative Space Ring, 0.54 TCW",2096.5,2995.0,14K Gold,Yellow,"Round Diamond 0.54,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Yellow Gold Emerald and Diamond Ring, 1.64 TCW",2675.0,5350.0,14K Gold,Yellow,"Oval Emerald 1.14, Round Diamond 0.5,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Tri-Color Gold Emerald, Yellow & White Diamond Ring, 1.48 TCW",3725.0,7450.0,14K Gold,Three Tone,"Cushion Emerald 0.86, Round Diamond 0.62,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Trio 14K Tri-Color Gold Diamond Flower Ring, 0.65 TCW",2147.5,4295.0,14K Gold,Three Tone,Round Diamond 0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7/8""",,,,,Rings,Women
"Effy Gemma 14K White Gold Blue Sapphire and Diamond Ring, 4.01 TCW",2936.5,4195.0,14K Gold,White,"Multi Shape Blue Sapphire 3.68, Round Diamond 0.33",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Tri Color Gold Diamond Ring, 0.40 TCW",1375.0,2750.0,14K Gold,Three Tone,"Round Diamond 0.4,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver Lapis Lazuli Cocktail Ring, 13.85 TCW",225.0,450.0,Sterling Silver,N/A,"Oval Lapis Lazuli 13.85,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Novelty 14K White Gold Blue Sapphire & Diamond Evil Eye Ring, 0.45 TCW",1046.5,1495.0,14K Gold,White,"Round Blue Sapphire 0.28, Round Diamond 0.17,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Rose 14K Rose Gold Diamond Crossover Ring, 0.59 TCW",1797.5,3595.0,14K Gold,Rose,"Round Diamond 0.59,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Yellow Gold Green Amethyst Ring, 3.95 TCW",875.0,1250.0,14K Gold,Yellow,"Cushion Green Amethyst 3.95,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Splash Sterling Silver Blue Sapphire Circle Ring, 2.95 TCW",455.0,650.0,Sterling Silver,N/A,Round Blue Sapphire 2.95,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver Multi Sapphire Splash Butterfly Ring, 1.29 TCW",346.5,495.0,Sterling Silver,N/A,Round Multi Sapphire 1.29,,"9/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Tri Color Gold Diamond Multi Intertwined Band Ring, 1.15 TCW",3250.0,6500.0,14K Gold,Three Tone,"Round Diamond 1.15,6 Intertwined Bands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Pave Classica 14K Rose Gold Diamond Ring, 1.05 TCW",3150.0,6300.0,14K Gold,Rose,Round Diamond 1.05,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Rose Gold Espresso and White Diamond Ring, 1.63 TCW",3375.0,6750.0,14K Gold,Rose,"Round Diamond 1.63,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Diamond Ring, 0.15 TCW",1397.5,2795.0,14K Gold,Yellow,"Round Diamond 0.15,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Rosa 14K Rose Gold Ruby and Diamond Ring, 1.72 TCW",3075.0,6150.0,14K Gold,Rose,"Round Ruby 1.25, Round Diamond 0.47",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 1.02 TCW",1365.0,1950.0,14K Gold,White,"Round Emerald 0.8, Round Diamond 0.22,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Rose Gold Diamond Leopard Spot Ring, 0.47 TCW",1326.5,1895.0,14K Gold,Rose,"Round Diamond 0.47,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Black and White Diamond Ring, 1.45 TCW",2275.0,4550.0,14K Gold,White,"Round Diamond 1.45,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver & 18K Yellow Gold Onyx Ring, 6.00 TCW",385.0,550.0,Sterling Silver & 18K Gold,Yellow,"Rectangle Onyx 6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Signature Emerald Ruby & Black Diamond Ring, 3.48 TCW",3075.0,6150.0,14K Gold,Rose,"Round Black Diamond 0.55, Round Ruby 2.93, Marquise Emerald ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Aurora 14K Yellow Gold Opal and Diamond Ring, 1.22 TCW",1427.5,2855.0,14K Gold,Yellow,"Oval Opal 0.65, Round Diamond 0.57,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
Effy 925 Sterling Silver and 18K Gold Ring,206.5,295.0,Sterling Silver & 18K Gold,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Tanzanite Royale 14K Rose Gold Tanzanite and Diamond Ring, 2.32 TCW",2297.5,4595.0,14K Gold,Rose,"Cushion Tanzanite 2.2, Round Diamond 0.12,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Yellow Gold Amethyst and Diamond Ring, 1.14 TCW",1396.5,1995.0,14k Gold,Yellow,"Emerald Cut Amethyst 0.95, Round Diamond 0.19",,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Aquarius 14K White Gold Aquamarine and Diamond Ring, 3.07 TCW",1532.5,3065.0,14K Gold,White,"Cushion Aquamarine 2.9, Round Diamond 0.17",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Rose Gold Morganite and Diamond Ring, 3.43 TCW",1447.5,2895.0,14K Gold,Rose,"Oval Morganite 3.15, Round Diamond 0.28,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Sunset 14K Yellow Gold Citrine and Diamond Ring, 10.04 TCW",2065.0,2950.0,14K Gold,Yellow,"Cushion Citrine 9.79, Round Diamond 0.25,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Eclipse 14K Yellow Gold Diamond and Onyx Ring, 1.40 TCW",665.0,950.0,14K Gold,Yellow,"Round Onyx 1.35, Round Diamond 0.05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Tanzanite Royale Sterling Silver Tanzanite and Diamond Ring, 0.86 TCW",206.5,295.0,Sterling Silver,N/A,"Round Tanzanite 0.85, Round Diamond 0.01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Gemma Rose Gold Ruby and Diamond Ring, 2.64 TCW",3706.5,5295.0,14K Gold,Rose,"Round Ruby 2.33, Round Diamond 0.31",,,,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Trio 14K Tri-Color Gold Diamond Ring, 0.40 TCW",1647.5,3295.0,14K Gold,Three Tone,"Round Diamond 0.4,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Ruby Royale 14K Yellow Gold Ruby and Diamond Ring, 1.36 TCW",1750.0,3500.0,14K Gold,Yellow,"Emerald Cut Ruby 1.05, Round Diamond 0.31",,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Two Tone Gold Tanzanite and Diamond Ring, 3.26 TCW",4082.5,8165.0,14K Gold,Rose and White,"Oval Tanzanite 2.61, Round Diamond 0.65,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Ruby and Pink Sapphire Bowtie Ring, 3.91 TCW",836.5,1195.0,Sterling Silver,N/A,"Round Multi Color 3.91,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Duo 14K Two Tone Gold Diamond Ring, 0.26 TCW",1097.5,2195.0,14K Gold,Yellow and White,"Round Diamond 0.26,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Espresso 14K Rose Gold Cognac and White Diamond Ring, 1.03 TCW",2497.5,4995.0,14K Gold,Rose,"Round Cognac Diamond, Round Diamond ",,,,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Royale Bleu 14K Two Tone Gold Sapphire and Diamond Ring, 0.77 TCW",1365.0,1950.0,14K Gold,Yellow and White,"Pear Blue Sapphire 0.48, Round Diamond 0.29",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Emerald and Diamond Vines Ring, 1.94 TCW",2697.5,5395.0,14K Gold,White,"Emerald Cut Emerald 1.42, Round Diamond 0.52,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Duo 14K 2 Tone Gold Diamond Ring, 1.01 TCW",2647.5,5295.0,14K Gold,Yellow and White,"Round Diamond 1.01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Seaside Sterling Silver Multi Gemstone Starfish Ring, 5.66 TCW",497.5,995.0,Sterling Silver & 18K Gold,Yellow,Multi Shape Multi Color 5.66,,,,,,"Amethyst, Blue Topaz, Citrine, Rhodolite, Peridot",,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver & 18K Yellow Gold Blue Topaz Ring, 2.30 TCW",385.0,550.0,Sterling Silver & 18K Gold,Yellow,Round Blue Topaz 2.3,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Aquarius 14K White Gold Aqaumarine and Diamond Ring, 3.33 TCW",2376.5,3395.0,14K Gold,White,"Emerald Cut Aquamarine 2.95, Round Diamond 0.38",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Two Toned 14K Gold Diamond Loop Ring, 0.68 TCW",2337.5,4675.0,14K Gold,Rose and Yellow,"Round Diamond 0.68,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver Blue & White Sapphire Splash Flower Ring, 1.70 TCW",626.5,895.0,Sterling Silver,N/A,Round Multi Sapphire 1.7,,,,,,,,,,,,,,,,,"7/8""",,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Classica 14K White Gold Diamond Ring, 0.99 TCW",2750.0,5500.0,14K Gold,White,"Round Diamond 0.99,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Novelty 14K White Gold Moon and Star Diamond Ring, 0.08 TCW",836.5,1195.0,14K Gold,White,"Round Diamond 0.08,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Ruby Royale 14K Yellow Gold Ruby and Diamond Ring, 0.82 TCW",1676.5,2395.0,14K Gold,Yellow,"Round Ruby 0.53, Round Diamond 0.29,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Yellow Gold Mother of Pearl and Diamond Ring, 0.05 TCW",906.5,1295.0,14K Gold,Yellow,"Multi Shape Mother of Pearl, Round Diamond 0.05",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Tanzanite Royale 14K Yellow Gold Tanzanite and Diamond Ring, 2.47",2096.5,2995.0,14K Gold,Yellow,"Trillion Tanzanite 2.2, Round Diamond 0.27",,,,,,,,,,,,,,,,"3/8""",,,,,,,,,,,,,,,,,Rings,Women
"Effy Aurora 14K Rose Gold Opal and Diamond Ring, 1.12 TCW",2236.5,3195.0,14K Gold,Rose,"Emerald Cut Opal 0.57, Round Diamond 0.55",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Mosaic Gold 14K Yellow Gold Multi Gemstone Ring, 1.55 TCW",696.5,995.0,14K Gold,Yellow,Emerald Cut Multi Color 1.55,,,,,,,,,,,,,,,,"1/8""",,,,,,,,,,,,,,,,,Rings,Women
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Ring, 1.43 TCW",2166.5,3095.0,14K Gold,White,"Round Blue Sapphire 0.97, Round Diamond 0.46",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Two Tone Gold Pink Sapphire and Diamond Ring, 1.43 TCW",3286.5,4695.0,14K Gold,Rose and White,"Emerald Cut Pink Sapphire 1.05, Round Diamond 0.38",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Ocean Bleu 14K White Gold Blue Topaz and Diamond Ring, 2.51 TCW",976.5,1395.0,14K Gold,White,"Oval Blue Topaz 2.28, Round Diamond 0.23",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 3.53 TCW",2376.5,3395.0,14K Gold,Rose,"Pear Morganite 3.15, Round Diamond 0.38",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver & 18K Gold Blue Topaz Ring, 13.35 TCW",805.0,1150.0,Sterling Silver & 18K Gold,N/A,Rectangle Blue Topaz 13.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,Rings,Women
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Ring, 1.57 TCW",2247.5,4495.0,14K Gold,White,"Round Blue Sapphire 1.24, Round Diamond 0.33",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Alexandrite and Diamond Ring, 1.19 TCW",3846.5,5495.0,14K Gold,White,"Round Alexandrite 0.72, Round Diamond 0.47",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
Effy 925 Sterling Silver and 18K Gold Fresh Water Pearl Ring,276.5,395.0,Sterling Silver & 18K Gold,N/A,Round Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/2""",,Rings,Women
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 2.41 TCW",1947.5,3895.0,14K Gold,White,"Cushion Tanzanite 2.18, Round Diamond 0.23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 5.80 TCW",10150.0,14500.0,14K Gold,White,"Emerald Cut Tanzanite 5.13, Round Diamond 0.67",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire and Diamond Ring, 2.86 TCW",2170.0,3100.0,14K Gold,Yellow,"Round Multi Sapphire 2.82, Round Diamond 0.04,Panther Head rests 1/4"" above finger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Diamond Ring, 1.21 TCW",4056.5,5795.0,14K Gold,Yellow,Multi Shape Diamond 1.21,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'oro 14K Yellow Gold Diamond Trellis Ring, 0.51 RCW",2897.5,5795.0,14K Gold,Yellow,Round Diamond 0.51,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Rose and White Gold Diamond Ring, 0.75 TCW",2247.5,4495.0,14K Gold,Rose and White,"Round Diamond 0.75,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Rose Gold Diamond Swirl Ring, 1.25 TCW",3375.0,6750.0,14K Gold,Rose,Round Diamond 1.25,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Trio 14K Tri-Color Gold Diamond Disks Ring, 0.42 TCW",1747.5,3495.0,14K Gold,Three Tone,Round Diamond 0.42,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Diamond Crossover Ring, 0.47 TCW",3146.5,4495.0,14K Gold,Yellow,"Round Diamond 0.47,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Tanzanite and Diamond Ring, 2.24 TCW",995.0,,14K Gold,White,"Oval Tanzanite 2, Round Diamond 0.24,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Classica 14K White Gold Diamond Pave Ring, 4.05 TCW",8197.5,16395.0,14K Gold,White,Round Diamond 4.05,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Splash Sterling Silver Multi Color Sapphire Ball Ring, 2.69 TCW",626.5,895.0,Sterling Silver,N/A,"Round Multi Color 2.69,Top Width; 1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Classique 14K White Gold Diamond Cross Over Ring, 0.95 TCW",2796.5,3995.0,14K Gold,White,Multi Shape Diamond 0.95,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Yellow Gold Turquoise and Diamond Flower Ring, 2.26 TCW",1256.5,1795.0,14K Gold,Yellow,"Oval Turquoise 2.2, Round Diamond 0.06",,,,,,,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Yellow Gold Turquoise and Diamond Ring, 1.80 TCW",2236.5,3195.0,14K Gold,Yellow,"Oval Turquoise 1.61, Round Diamond 0.19",,,,,,,,,,,,,,,,"3/8""",,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Yellow Gold Turquoise and Diamond Moon and Star Ring, 0.32 TCW",976.5,1395.0,14K Gold,Yellow,"Round Turquoise 0.25, Round Diamond 0.07,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Yellow Gold Turquoise and Diamond Ring, 0.39 TCW",906.5,1295.0,14K Gold,Yellow,"Square Turquoise 0.3, Round Diamond 0.09,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Royale Bleu 14K 2-Tone Gold Blue Sapphire and Diamond Ring, 1.69 TCW",1800.0,3600.0,14K Gold,Yellow and White,"Oval Blue Sapphire 1.42, Round Diamond 0.27,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire and Diamond Ring, 3.07 TCW",1847.5,3695.0,14K Gold,Yellow,"Pear Multi Sapphire 2.7, Round Diamond 0.37",,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Emerald and Diamond Ring, 2.27 TCW",2925.0,5850.0,14K Gold,White,"Emerald Cut Emerald 1.96, Round Diamond 0.31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bella Bleu 14K White Gold Blue and White Diamond Ring, 1.28 TCW",2125.0,4250.0,14K Gold,White,"Round Blue Diamond, Round Diamond ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
Effy 925 Sterling Silver and 18K Yellow Gold Accented Ring,242.5,485.0,Sterling Silver & 18K Gold,Yellow,,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Pink Topaz Three Stone Ring, 8.00 TCW",825.0,1650.0,14K Gold,White,"Round Pink Topaz 8.00,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Ocean Bleu 14K White Gold Blue Topaz and Diamond Ring, 4.34 TCW",1597.5,3195.0,14K Gold,White,"Multi Shape Blue Topaz 4.05, Round Diamond 0.29,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Gemma 14K White Gold Blue Sapphire and Diamond Ring, 7.82 TCW",2842.5,5685.0,14K Gold,White,"Oval Blue Sapphire 7.17, Round Diamond 0.65",,"11/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Novelty 14K White Gold Diamond Infinity Ring, 0.06 TCW",626.5,895.0,14K Gold,White,"Round Diamond 0.06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Seaside 14K White Gold Blue Sapphire & Diamond Dolphin Ring, 1.12 TCW",1797.5,3595.0,14K Gold,White,"Round Blue Sapphire 1.01, Round Diamond 0.11,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 2.64 TCW",1347.5,2695.0,14K Gold,Rose,"Oval Morganite 2.33, Round Cognac Diamond 0.17, Round Diamond 0.14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
Effy 925 Sterling Silver & 18K Yellow Gold Cultured Fresh Water Pearl Ring,262.5,375.0,Sterling Silver & 18K Gold,N/A,Round Pearl,,,,,,,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Canare 14K Two Tone Gold Yellow and White Diamond Ring, 1.26 TCW",3247.5,6495.0,14K Gold,Yellow and White,Round Diamond 1.26,,,,,,,,,,,,,,,,"1/4""",,,,,,,,,,,,,,,,,Rings,Women
"Effy 14k White Gold Diamond ring, 0.62 TCW",1497.5,2995.0,14K Gold,White,"Baguette Diamond 0.31, Round Diamond 0.31",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling silver Lapis Lazui and Diamond ring, 6.00 TCW",347.5,695.0,Sterling Silver,White,"Cushion Lapis Lazuli 5.24, Round Diamond 0.06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Rose Gold Rose Quartz and Diamond Cocktail Ring, 10.56 TCW",975.0,1950.0,14K Gold,Rose,"Fantasy Cut Rose Quartz 10.36, Round Diamond 0.2,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Tanzanite and Diamond Ring, 1.51 TCW",1475.0,2950.0,14K Gold,White,"Round Tanzanite 1.33, Round Diamond 0.18",,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bordeaux 14K Rose Gold Rhodolite Garnet and Diamond Ring, 2.87 TCW",1746.5,2495.0,14K Gold,Rose,"Cushion Garnet 2.65, Round Diamond 0.22,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
