Description,Discount_Price,Price,Metal,Metal Color,Stones,Length,Hoop Size,"Height 3/8"" x Length",Diameter,Earring,Drop Length,Earring Size,Stud Size,Top Diameter,Diamater,Gemstones, Length,Earring size,Information,"75"" Pearl Size","5"" Pearl Size", Widest Part, Stone included,"25"" Diameter",Earring Diameter,Earring Length,Pearl Size, Lapis Size, Drop Length, Onyx Size,Flower Diameter,Height,Screw Backs. Earring Diameter,Jewelry_Type,Sex,Snake Dimension,Top Width,Flower Dimension,Top width,Width,Top Length,Size,GAL Certified. Top Width,Panther Head Size,Setting Width,Center Stone,Top Widht,Band Width,Band Thickness,Starfish Size,Snake Length, Height,Dragon Length,Bow Length, Gemstones,Heart Size,Length Across Butterflies,Top Length Appx,Height , Contains,Bracelet Length,Adjustable Length,"7"" Length. Pearl Sizes","7"" Length. Pearl Size",Bolo Chain Max Length,Adjustable String,Bracelet Width,"75"" Thickness",Adjustable Chain,Thickness,Adjustable Bolo Chain. Anchor Length,"5""  Width",Hinged Closure. Width,Size 7. Hinged Closure. Top Width,Hinged Closure. Top Width,Adjustable length,"18"" Chain Included. Pendant Length","16""-18"" Adjustable Chain Included. Pendant Length","16""-18"" Adjustable Chain. Pendant Length","16"" Chain Included. Palm Tree Length","18"" Chain Included. Pendant Diameter","17"" Adjustable Chain Attached. Pendant Diameter","16"" Chain Included Pendant Size","16""-18"" Adjustable Chain. Drop Length","18"" Attached Chain. Pendant Length",Necklace Length, Pendant Length,"16"" Chain Included. Pendant Length","18"" Chain Attached. Pendant Length","16"" Chain Attached. Drop Length","Attached 17.5"" Chain. Pendant Length","16"" Double Chain Included. Pendant Length","17"" Attached Chain. Adjustable down to 15"" in 1/2"" increments. Cross length","18"" Chain Included with 6 Diamond sections. Pendant Diameter",Chain Included. Pendant Length,Chain Included. Pendant Diameter,Chain Included. Pendant diameter,"18"" Chain Included. Pendant Size","16"" - 18"" Adjustable Chain. Pendant Length","16"" - 18"" Adjustable Chain. Pendant Size","16"" - 18"" Adjustable Chain Included. Pendant Length","GAL Certified. 16"" Chain Included. Pendant Length","16""-18"" Adjustable Chain. Panther","16"" Length Pendant Length","18"" Chain Included (Adjustable to 16""). Pendant Diameter","18""Chain Included. Pendant Length","20"" Chain Included Pendant Size","18"" Chain Included. Bee Size","18"" Chain Included Pendant Size","18"" Chain Included. Pendantl Length","18"" Chain Included. Pearl Size","18"" Necklace. Pearl Size","Adjustable 16""-18"" Chain. Pendant Length","16"" Chain Length. Pendant Diameter","18"" Necklace. Center Size","16"" Chain Inclueded. Pendant Length",""" Panther Head","15""-18"" Adjustable Chain. Pendant Length", Buterfly height,"17.25"" Attached Chain. Diameter","16""-18"" Adjustable Chain. Snake Length", Bar Length,"18"" Necklace. Pearl Sizes","16""-18"" Adjustable Chain Included. Pendant Diameter","14"" - 18"" Adjustable Chain. Pendant Length","19"" Chain Included. Pendant Length", Pendant Drop,"17"" Attached Chain. Snake Length","18"" Necklace. Bar Length","18"" Chain Included. Flower Diameter","20"" Chain Included. Pendant Length","16"" - 18"" Adjustable Chain.Butterfly Size","16""-18"" Adjustable Chain. Pendant Diameter","18"" Chain Included. Pendant Lenght","Adjustable 18"" Pull Chain. Evil Eye Length","18"" Chain Included. Heart Length","18"" Chain Included. Size of Heart","16"" - 18"" Adjustable Chain. Butterfly Size", Necklace Length,"16""-18"" Adjustable Chain Included. Pendant Legnth","17"" Chain Included. Pendant Length","17"" Attached Chain. Pendant Length","4 Strand 18"" Necklace. Pearl Sizes",Pendant Length,"25"" Gemstone"
"Effy Espresso 14K Rose Gold Cognac and White Diamond Pendant, .43 TCW",1886.5,2695.0,14K Gold,Rose,"Round Cognac Diamond, Round Diamond ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy D'Oro 14K Yellow Gold Diamond Pendant, 2.08 TCW",6086.5,8695.0,14K Gold,Yellow,Round Diamond 2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Novelty 14K White Gold Diamond Small Cross Pendant, 0.24 TCW",836.5,1195.0,14K Gold,White,"Round Diamond 0.24,18"" Chain Included. Pendant measures 3/8"" wide and 1/2"" high.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Trio 14K Tri-Color Gold Diamond Circles Pendant, 0.30 TCW",1956.5,2795.0,14K Gold,Three Tone,Round Diamond 0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Novelty 14K Yellow Gold Diamond Palm Tree Pendant, 0.11 TCW",805.0,1150.0,14K Gold,Yellow,"Round Diamond 0.11,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Novelty 14K Gold Black & White Diamond Star of David Pendant, 0.29 TCW",1085.0,1550.0,14K Gold,White,"Round Diamond 0.29, Round Black Diamond ,Chain Included. 5/8"" Pendant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Black and White Diamond Pendant, 0.62 TCW",1256.5,1795.0,14K Gold,White,"Round Diamond 0.62, Round Black Diamond ,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Black and White Diamond Pendant, .89 TCW",2656.5,3795.0,14K Gold,White,"Round Diamond, Round Black Diamond ,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Lagoon Amethyst Pendant, 4.09 TCW",525.0,750.0,Sterling Silver,N/A,"Oval Amethyst 4.09,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Novelty 14K White Gold Sapphire & Diamond Evil Eye Pendant, 0.42 TCW",836.5,1195.0,14K Gold,White,"Round Blue Sapphire 0.28, Round Diamond 0.14,18"" Chain Included. Eye measures 3/4"" wide x 7/16"" high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Lagoon Onyx Pendant, 4.37 TCW",650.0,,Sterling Silver,N/A,"Oval Onyx 4.37,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Black and White Diamond Pendant, 1.06 TCW",3465.0,4950.0,14K Gold,White,"Round Black Diamond, Round Diamond ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy D'Oro 14K Yellow and White Gold Diamond Pendant, 0.20 TCW",2096.5,2995.0,14K Gold,Yellow and White,"Round Diamond 0.2,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Espresso 14K Yellow Gold Cognac and White Diamond Pendant, .58 TCW",1025.0,2050.0,14K Gold,Yellow,"Round Diamond,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Pendant, 1.17 TCW",1116.5,1595.0,14K Gold,Yellow,"Round Diamond 0.14, Princess Sapphire ,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14K White Gold Tanzanite and Diamond Pendant, 0.81 TCW",2306.5,3295.0,14K Gold,White,"Round Diamond 0.05, Oval Tanzanite 0.76,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Seaside 14K White Gold Sapphire & Diamond Starfish Pendant, 5.74 TCW",3496.5,4995.0,14K Gold,White,"Multi Shape Blue Sapphire 5.46, Round Diamond 0.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K Rose Gold Diamond and Emerald Panther Pendant, 0.46 TCW",2586.5,3695.0,14K Gold,Rose,"Round Diamond 0.44, Round Emerald 0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K Rose Gold Diamond & Emerald Pendant, 0.79 TCW",2240.0,3200.0,14K Gold,Rose,Diamond 0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gemma Emerald and Diamond Flower Pendant, 4.19 TCW",4056.5,5795.0,14K Gold,Yellow,"Multi Shape Emerald 3.76, Round Diamond 0.43,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Pave Rose 14K Rose Gold Diamond Flower Pendant, 0.85 TCW",6156.5,8795.0,14K Gold,Rose,"Round Diamond 0.85,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Splash Sterling Silver Multi Sapphire Starfish Pendant, 2.80 TCW",556.5,795.0,Sterling Silver,N/A,Round Multi Sapphire 2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver Blue Sapphire Splash Heart Pendant, 2.75 TCW",595.0,850.0,Sterling Silver,N/A,Round Sapphire 2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver Pink Sapphire Splash Heart Pendant, 2.55 TCW",595.0,850.0,Sterling Silver,N/A,Round Pink Sapphire 2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Lagoon Sterling Silver Blue Topaz Pendant, 5.70 TCW",525.0,750.0,Sterling Silver,N/A,Oval Blue Topaz 5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver & 18K Gold Accent Multi Gemstone Pendant, 1.59 TCW",490.0,700.0,Sterling Silver & 18K Gold,Yellow,Multi Shape Multi Color 1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Novelty 14K Rose Gold Diamond Octopus Pendant, 0.20 TCW",1505.0,2150.0,14K Gold,Rose,Round Diamond 0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Multi Gemstone Pendant, 4.97 TCW",1225.0,1750.0,Sterling Silver & 18K Gold,Yellow,"Multi Color 4.97,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Pendant, 3.19 TCW",1085.0,1550.0,14K Gold,Yellow,"Multi Shape Onyx 3.11, Round Diamond 0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effy 14K White and Rose Gold Diamond Jerusalem of Gold Heart Pendant,1505.0,2150.0,14K Gold,Rose and White,Round Diamond 0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Tri-Color Gold Emerald, Yellow & White Diamond Pendant, 1.21 TCW",2125.0,4250.0,14K Gold,Three Tone,"Cushion Emerald 0.86, Round Diamond 0.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Pendant, 2.14 TCW",2065.0,2950.0,14K Gold,White,"Marquise Blue Sapphire 1.86, Round Diamond 0.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14K White Gold Black and White Diamond Flower Pendant, 1.99 TCW",4247.5,8495.0,14K Gold,White,"Black Diamond, Round Diamond 1.99,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Diamond Gradient Necklace, 2.22 TCW",9997.5,19995.0,14K Gold,White,Round Diamond 2.22,"17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bordeaux 14K Rose Gold Rhodolite Garnet and Diamond Pendant, 1.46 TCW",1256.5,1795.0,14K Gold,Rose,"Pear Garnet 1.23, Round Diamond 0.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K Gold Multi Sapphire and Diamond Necklace, 12.86 TCW",11406.5,16295.0,14K Gold,Yellow,"Marquise Multi Sapphire 11.4, Round Diamond 1.46","17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Rose Gold Amethyst Bezel Set Station Necklace, 1.00 TCW",1256.5,1795.0,14K Gold,Rose,"Round Amethyst 1,14"" - 16"" Adjustable Chain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K Gold Sapphire & Diamond Starfish Pendant, 1.19 TCW",1536.5,2195.0,14K Gold,Yellow,"Round Multi Sapphire 1.1, Round Diamond 0.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Kidz 14K Yellow Gold Diamond Pave Heart Pendant, 0.10 TCW",906.5,1295.0,14K Gold,Yellow,Round Diamond 0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver Blue Diamond Pendant, 0.21 TCW",486.5,695.0,Sterling Silver,N/A,Round Blue Diamond 0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Safari 14K Yellow Gold Diamond & Tsavorite Lion Head Pendant, 0.66 TCW",,,14K Gold,Yellow,"Round Diamond 0.64, Round Tsavorite 0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Classique 14K White Gold Diamond Cross Pendant, 0.61 TCW",2796.5,3995.0,14K Gold,White,Multi Shape Diamond 0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver Diamond Pendant, 0.21 TCW",556.5,795.0,Sterling Silver,N/A,Round Diamond 0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Kidz 14K White Gold Diamond Pave Heart Pendant, 0.14 TCW",836.5,1195.0,14K Gold,White,Round Diamond 0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Tanzanite Royale 14K Gold Tanzanite and Diamond Pendant, 1.22 TCW",1536.5,2195.0,14K Gold,White,"Pear Tanzanite 0.95, Round Diamond 0.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Tanzanite Royale 18K White Gold Tanzanite & Diamond Pendant, 12.35 TCW",30096.5,42995.0,18K Gold,White,"Cushion Tanzanite 10.97, Multi Shape Diamond 1.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Tanzanite Royale 14K Gold Tanzanite and Diamond Pendant, 1.66 TCW",2446.5,3495.0,14K Gold,White,"Trillion Tanzanite 1.52, Round Diamond 0.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Blue and White Diamond Starfish Pendant, 1.64 TCW",4546.5,6495.0,14K Gold,White,Round Diamond 1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Royale Bleu 14K Two Tone Gold Sapphire and Diamond Pendant, 0.38 TCW",1085.0,1550.0,14K Gold,Yellow and White,"Pear Blue Sapphire 0.48, Round Diamond 0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Novelty 14K White Gold Diamond Infinity Necklace, 0.08 TCW",906.5,1295.0,14K Gold,White,Round Diamond 0.08,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy D'Oro 14K Yellow Gold Diamond Station Necklace, 0.23 TCW",1676.5,2395.0,14K Gold,Yellow,Multi Shape Diamond 0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,"16""-18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Splash Sterling Silver Pink Sapphire Drop Pendant, 3.94 TCW",766.5,1095.0,Sterling Silver,N/A,Round Pink Sapphire 3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
