Description,Discount_Price,Price,Metal,Metal Color,Stones,Length,"18"" Chain Included. Pendant Length","16""-18"" Adjustable Chain Included. Pendant Length","16""-18"" Adjustable Chain. Pendant Length","16"" Chain Included. Palm Tree Length","18"" Chain Included. Pendant Diameter",Adjustable Length,"17"" Adjustable Chain Attached. Pendant Diameter","16"" Chain Included Pendant Size","16""-18"" Adjustable Chain. Drop Length","18"" Attached Chain. Pendant Length",Necklace Length,Information, Pendant Length,Gemstones,"16"" Chain Included. Pendant Length","18"" Chain Attached. Pendant Length","16"" Chain Attached. Drop Length","Attached 17.5"" Chain. Pendant Length","16"" Double Chain Included. Pendant Length","17"" Attached Chain. Adjustable down to 15"" in 1/2"" increments. Cross length","18"" Chain Included with 6 Diamond sections. Pendant Diameter",Chain Included. Pendant Length,Chain Included. Pendant Diameter,Chain Included. Pendant diameter,"18"" Chain Included. Pendant Size","16"" - 18"" Adjustable Chain. Pendant Length","16"" - 18"" Adjustable Chain. Pendant Size","16"" - 18"" Adjustable Chain Included. Pendant Length","GAL Certified. 16"" Chain Included. Pendant Length","16""-18"" Adjustable Chain. Panther","16"" Length Pendant Length","18"" Chain Included (Adjustable to 16""). Pendant Diameter","18""Chain Included. Pendant Length","20"" Chain Included Pendant Size","18"" Chain Included. Bee Size","18"" Chain Included Pendant Size","18"" Chain Included. Pendantl Length","18"" Chain Included. Pearl Size","18"" Necklace. Pearl Size","Adjustable 16""-18"" Chain. Pendant Length","16"" Chain Length. Pendant Diameter","18"" Necklace. Center Size","16"" Chain Inclueded. Pendant Length",Adjustable Chain,""" Panther Head","15""-18"" Adjustable Chain. Pendant Length", Buterfly height,"17.25"" Attached Chain. Diameter","16""-18"" Adjustable Chain. Snake Length", Bar Length,"18"" Necklace. Pearl Sizes","16""-18"" Adjustable Chain Included. Pendant Diameter","14"" - 18"" Adjustable Chain. Pendant Length","19"" Chain Included. Pendant Length", Pendant Drop,"17"" Attached Chain. Snake Length", Length,"18"" Necklace. Bar Length",Bracelet Length,"18"" Chain Included. Flower Diameter","20"" Chain Included. Pendant Length","16"" - 18"" Adjustable Chain.Butterfly Size","16""-18"" Adjustable Chain. Pendant Diameter","18"" Chain Included. Pendant Lenght","Adjustable 18"" Pull Chain. Evil Eye Length","18"" Chain Included. Heart Length","18"" Chain Included. Size of Heart","16"" - 18"" Adjustable Chain. Butterfly Size",Pearl Size, Necklace Length,"16""-18"" Adjustable Chain Included. Pendant Legnth","17"" Chain Included. Pendant Length","17"" Attached Chain. Pendant Length","4 Strand 18"" Necklace. Pearl Sizes",Pendant Length,"25"" Gemstone",Jewelry_Type,Sex
"Effy Nature 14K White Gold Sapphire and Diamond Necklace, 0.70 TCW",1187.5,2375.0,14K Gold,White,"Round Blue Sapphire 0.49, Round Diamond 0.21",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Yellow Gold Diamond Teardrop Pendant, 0.38 TCW",1297.5,2595.0,14K Gold,Yellow,Round Diamond 0.38,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Ruby Royale 14K Yellow Gold Ruby and Diamond Necklace, 9.87 TCW",7626.5,10895.0,14K Gold,Yellow,"Marquise Ruby 9.58, Round Diamond 0.29,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Rose Gold Pave Diamond Disk Pendant, 0.25 TCW",1120.0,1600.0,14K Gold,Rose,"Round Diamond 0.25,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Ruby Royale 14K White Gold Ruby and Diamond Necklace, 0.97 TCW",925.0,1850.0,14K Gold,White,"Marquise Ruby 0.87, Round Diamond 0.1","18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Royale Bleu 14K Gold Sapphire and Diamond Cross Pendant, 0.56 TCW",997.5,1995.0,14K Gold,White,"Round Blue Sapphire 0.31, Round Diamond 0.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Rose Gold Diamond Pendant, 0.20 TCW",1147.5,2295.0,14K Gold,Rose,"Round Diamond 0.2,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K White Gold Espresso, Black and White Diamond Pendant, 1.30 TCW",1997.5,3995.0,14K Gold,White,Round Diamond 1.3,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Kidz 14K Rose Gold Diamond Heart Pendant, 0.14 TCW",525.0,1050.0,14K Gold,Rose,"Round Diamond 0.14,14"" - 15"" Adjustable Chain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Two Tone Gold Diamond Butterfly Necklace, 0.46 TCW",1375.0,2750.0,14K Gold,Rose and White,Round Diamond 0.46,"17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Confetti 14K Gold Black, Espresso & White Diamond Pendant, 1.17 TCW",2997.5,5995.0,14K Gold,Rose,Round Diamond 1.17,,"2.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Pendant, 11.37 TCW",1097.5,2195.0,14K Gold,Yellow,"Fantasy Cut Onyx 11.1, Round Diamond 0.27",,"1.63""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K White Gold Diamond and Tsavorite Snake Pendant, 0.13 TCW",997.5,1995.0,14K Gold,White,"Rectangle Diamond 0.11, Round Tsavorite 0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Tanzanite Royale 14K Gold Tanzanite and Diamond Pendant, 1.97 TCW",2097.5,4195.0,14K Gold,White,"Pear Tanzanite 1.52, Round Diamond 0.45",,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Brasilica 14K Two Tone Gold Emerald and Diamond Necklace, 0.77 TCW",1600.0,3200.0,14K Gold,Yellow and White,"Pear Emerald 0.57, Round Diamond 0.2","17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Tanzanite Royale Sterling Silver Tanzanite and Diamond Pendant, 1.59 TCW",892.5,1785.0,Sterling Silver,N/A,"Cushion Tanzanite 1.4, Round Diamond 0.19",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Effy Seaside Sterling Silver Sapphire and Diamond Seahorse Pendant,497.5,995.0,Sterling Silver & 18K Gold,Yellow,"Round Diamond 0.03, Round Blue Sapphire 0.02",,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Necklace, 3.10 TCW",1447.5,2895.0,14K Gold,Yellow,"Multi Shape Onyx 2.32, Round Diamond 0.78,16""-18"" Adjustable Length",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Pendant, 1.79 TCW",2197.5,4395.0,14K Gold,White,"Round Blue Sapphire 1.66, Round Diamond 0.13",,"0.69""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Nature 14K Gold Ruby, Sapphire and Diamond Flowers Pendant, 3.02 TCW",3776.5,5395.0,14K Gold,Rose,"Round Multi Color 2.67, Round Diamond 0.35",,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Yellow Gold Multi Gemstone Station Necklace, 28.93 TCW",2695.0,3850.0,14K Gold,Yellow,Round Multi Color 28.93,,,,,,,,,,,,,,,"Blue Topaz, Citrine, Garnet and Peridot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43""",,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Aurora 14K Yellow Gold Bezel Set Opal Necklace, 0.55 TCW",556.5,795.0,14K Gold,Yellow,Round Opal 0.55,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Rose Gold Amethyst Station Necklace, 8.25 TCW",1396.5,1995.0,14K Gold,Rose,Round Amethyst 8.25,"18"" with 32 Amethyst Stations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Bar Necklace, 1.36 TCW",1536.5,2195.0,14K Gold,White,"Square Blue Sapphire 1.23, Round Diamond 0.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Ruby Royale 14K Rose Gold Ruby and Diamond Bow Necklace, 7.25 TCW",11060.0,15800.0,14K Gold,Rose,"Baguette Ruby 6.44, Round Diamond 0.81",,,,,,,,,,,,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Yellow Gold Ruby and Diamond Bracelet, 14.97 TCW",9250.0,18500.0,14K Gold,Yellow,"Emerald Cut Ruby 14.8, Round Diamond 0.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.75""",,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Ocean Bleu 14K Gold London Blue Topaz and Diamond Pendant, 12.45 TCW",3426.5,4895.0,14K Gold,White,"Rectangle Blue Topaz 11.7, Round Diamond 0.75",,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Two Tone Gold Pink and White Diamond Pendant, 0.54 TCW",4896.5,6995.0,14K Gold,Rose and White,Round Diamond 0.54,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Nature 14K White Gold Diamond Flower Pendant, 0.60 TCW",1960.0,2800.0,14K Gold,White,Round Diamond 0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/2""",,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Ruby Royale 14K Yellow Gold Ruby and Diamond Pendant, 1.51 TCW",2026.5,2895.0,14K Gold,Yellow,"Multi Shape Ruby 1.07, Round Diamond 0.44",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Ruby Royale 14K Two Tone Gold Ruby and Diamond Pear Shaped Pendant, 0.68 TCW",1396.5,1995.0,14K Gold,Rose and White,"Pear Ruby 0.48, Round Diamond 0.2",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K White Gold Diamond Moon and Stars Necklace, 0.38 TCW",1746.5,2495.0,14K Gold,White,"Round Diamond 0.38,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Sunset 14K Yellow Gold Citrine and Diamond Pendant, 9.21 TCW",2275.0,3250.0,14K Gold,Yellow,"Oval Citrine 8.85, Round Diamond 0.36",,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Necklace, 7.30 TCW",11847.5,16925.0,14K Gold,Yellow,"Marquise Emerald 6.83, Round Diamond 0.47","16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Pendant, 2.32 TCW",2625.0,3750.0,14K Gold,Yellow,"Marquise Emerald 2.18, Round Diamond 0.14",,,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire Bar Necklace, 0.57 TCW",696.5,995.0,14K Gold,Yellow,"Round Multi Sapphire 0.57,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Effy Cultured Fresh Water Pearl Necklace with Sterling Silver Clasp,276.5,395.0,Sterling Silver,N/A,Round Pearl,"16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Splash Sterling Silver Multi Sapphire Circle Pendant, 3.04 TCW",525.0,750.0,Sterling Silver,N/A,Round Multi Sapphire 3.04,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Splash Sterling Silver Blue Sapphire Oval Pendant, 3.60 TCW",665.0,950.0,Sterling Silver,N/A,Round Blue Sapphire 3.6,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Canare 14K Two Tone Gold Yellow and White Diamond Heart Necklace, 0.71 TCW",3216.5,4595.0,14K Gold,Yellow and White,"Round Yellow Diamond 0.43, Round Diamond 0.28",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Safari 14K White Gold Tsavorite and Diamond Frog Pendant, 0.51 TCW",982.5,1965.0,14K Gold,White,"Round Tsavorite 0.44, Round Diamond 0.07",,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Yellow Gold Diamond Chinese Fu Blessing Pendant, 0.09 TCW",906.5,1295.0,14K Gold,Yellow,Round Diamond 0.09,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Safari 14K Rose Gold Diamond Elephant Pendant, 0.21 TCW",1396.5,1995.0,14K Gold,Rose,Round Diamond 0.21,,"0.63""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Pendant, 2.54 TCW",4826.5,6895.0,14K Gold,Yellow,"Oval Emerald 1.52, Round Diamond 1.02",,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Rose Gold Diamond Star of David Pendant, 0.12 TCW",747.5,1495.0,14K Gold,Rose,Round Diamond 0.12,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K White Gold Diamond Clover Pendant, 0.23 TCW",847.5,1695.0,14K Gold,White,Round Diamond 0.23,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Brasilica 14K White Gold Emerald and Diamond Pendant, 1.55 TCW",1606.5,2295.0,14K Gold,White,"Emerald Cut Emerald 1.42, Round Diamond 0.13",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 925 Sterling Silver Diamond Necklace, 0.47 TCW",595.0,850.0,Sterling Silver,N/A,Round Diamond 0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy D'Oro 14K Yellow Gold Diamond Leaf Pendant, 0.58 TCW",1950.0,3900.0,14K Gold,Yellow,Round Diamond 0.58,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Brasilica 14K Yellow Gold Emerald & Diamond Pendant, 1.73 TWC",1872.5,2675.0,14K Gold,Yellow,"Emerald Cut Emerald 1.42, Round Diamond 0.31,18"" Chain Included. Pendant 3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Safari 14K Yellow Gold Diamond Dragon Pendant, 0.59 TCW",2800.0,4000.0,14K Gold,Yellow,Round Diamond 0.59,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Gold Multi Sapphire & Diamond Necklace, 12.94 TCW",7696.5,10995.0,14K Gold,Yellow,"Pear Multi Sapphire 12.2, Round Diamond 0.74","17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Safari Sterling Silver Multi Sapphire and Tsavorite Elephant Pendant, 2.20 TCW",665.0,950.0,Sterling Silver,N/A,Round Multi Sapphire 2.2,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Nature Sterling Silver & 18K Gold Diamond Flower Pendant, 0.02 TCW",472.5,675.0,Sterling Silver & 18K Gold,N/A,Round Diamond 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5/8""",,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Effy 925 Sterling Silver & 18K Yellow Gold Cultured Fresh Water Pearl Pendant,276.5,395.0,Sterling Silver & 18K Gold,N/A,Round Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Effy 14K Yellow Gold Pearl Necklace,945.0,1350.0,14K Gold,Yellow,"Pearl,18"" Necklace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Effy 14K White Gold Cultured Fresh Water Pearl Necklace,276.5,395.0,14K Gold,White,Round Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5mm - 6mm,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Gold Multi Sapphire and Diamond Necklace, 10.00 TCW",11550.0,16500.0,14K Gold,Yellow,"Marquise Multi Sapphire 8.78, Round Diamond 1.22","18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Tanzanite Royale Sterling Silver Tanzanite Necklace, 27.69 TCW",2236.5,3195.0,Sterling Silver,N/A,Oval Tanzanite 27.69,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy D'Oro 14K Yellow Gold Diamond Cross Pendant, 0.25 TCW",1886.5,2695.0,14K Gold,Yellow,Round Diamond 0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Seaside Sterling Silver & 18K Gold Diamond Anchor Pendant, 0.04 TCW",315.0,450.0,Sterling Silver & 18K Gold,Yellow,Round Diamond 0.04,,"1.13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 925 Sterling Silver & 18K Gold Multi Gemstone Pendant, 5.40 TCW",556.5,795.0,Sterling Silver & 18K Gold,N/A,Multi Shape Multi Color 5.4,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K White Gold 18"" Diamond Station Necklace, 0.21 TCW",1046.5,1495.0,14K Gold,White,Round Diamond 0.21,"18"" with 7 Double Sided Diamond Stations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Pendant, 6.29 TCW",1155.0,1650.0,14K Gold,Yellow,"Pear Onyx 6.1, Round Diamond 0.19",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Signature 14K White Gold Diamond and Emerald Panther Pendant, 0.47 TCW",1746.5,2495.0,14K Gold,White,"Round Diamond 0.43, Round Emerald 0.04",,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Signature 14K Yellow Gold Diamond & Emerald Panther Pendant, 0.47 TCW",1746.5,2495.0,14K Gold,Yellow,"Round Diamond 0.43, Round Emerald 0.04",,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Nature 14K Rose Gold Ruby and Diamond Butterfly Necklace, 1.62 TCW",1816.5,2595.0,14K Gold,Rose,"Pear Ruby 1.42, Round Diamond 0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/2""",,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Pave Rose 14K Rose Gold Diamond Spiral Pendant, 0.27 TCW",1247.5,2495.0,14K Gold,Rose,Round Diamond 0.27,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Yellow Gold Abalone and Diamond Palm Tree Pendant, 4.52 TCW",695.0,1295.0,14K Gold,Yellow,"Round Abalone 4.45, Round Diamond 0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5/8""",,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 925 Sterling Silver Diamond Necklace, 0.31 TCW",525.0,750.0,Sterling Silver,N/A,Round Diamond 0.31,"16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Tanzanite Royale 14K White Gold Tanzanite & Diamond Pendant, 2.29 TCW",3496.5,4995.0,14K Gold,White,"Emerald Cut Tanzanite 2.09, Round Diamond 0.2",,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Gold Diamond and White Sapphire Totem Pendant, 0.28 TCW",1085.0,1550.0,14K Gold,Rose,"Round White Sapphire 0.25, Round Black Diamond 0.02, Round Diamond 0.01",,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
